CMDLINE 'c:\program files\python37\python.exe' ex03_ÄÚ´æÊ¹ÓÃ¼à¿Ø.py
MEM 1.238281 1539656020.5271
MEM 10.476562 1539656020.6275
MEM 16.066406 1539656020.7282
